kind,vow,weak,mix,isolate,aspect,wins,runs,winRate,lo,hi,gold,eRunsTo10,eOwnShade,topRelic,topShare
ladder,0,false,none,,duskblade,1,2,0.5,0.094531,0.905469,688.0,20.0,10.0,sweetRoot,1.0
ladder,0,false,none,,ashwarden,2,2,1.0,0.34238,1.0,1013.5,10.0,inf,sweetRoot,1.0
iso,1,false,none,deadhex,duskblade,1,2,0.5,0.094531,0.905469,688.0,20.0,10.0,sweetRoot,1.0
iso,1,false,none,deadhex,ashwarden,2,2,1.0,0.34238,1.0,1013.5,10.0,inf,sweetRoot,1.0
