vow,aspect,seed,outcome,hp,maxHp,gold,goldEarned,deck,nFights
0,duskblade,4000,win,59,62,124,747,44,25
0,duskblade,4001,win,50,64,570,1062,41,25
0,duskblade,4002,win,50,54,208,1092,48,25
0,duskblade,4003,win,34,62,1115,1243,37,25
0,duskblade,4004,loss,0,64,166,578,33,16
0,duskblade,4005,win,15,62,271,1195,46,27
0,duskblade,4006,loss,0,54,469,964,37,21
0,duskblade,4007,loss,0,72,387,489,29,15
0,duskblade,4008,loss,0,72,87,542,36,18
0,duskblade,4009,win,29,54,837,1034,40,25
0,duskblade,4010,loss,0,54,0,791,43,22
0,duskblade,4011,win,35,62,78,1026,49,28
0,duskblade,4012,loss,0,54,408,1080,43,23
0,duskblade,4013,loss,0,64,68,262,22,8
0,duskblade,4014,loss,0,62,635,663,30,18
0,duskblade,4015,win,41,62,264,1208,51,30
0,duskblade,4016,loss,0,64,5,204,21,9
0,duskblade,4017,win,27,62,167,1124,46,24
0,duskblade,4018,loss,0,72,259,314,26,15
0,duskblade,4019,loss,0,80,513,651,26,15
0,duskblade,4020,win,20,54,185,901,43,26
0,duskblade,4021,win,62,62,30,899,45,23
0,duskblade,4022,win,66,70,191,1252,49,29
0,duskblade,4023,win,54,54,4,1074,48,26
0,duskblade,4024,win,58,62,580,925,40,23
0,duskblade,4025,loss,0,72,415,600,31,18
0,duskblade,4026,win,15,54,5,906,48,23
0,duskblade,4027,win,34,62,222,1196,51,28
0,duskblade,4028,loss,0,64,329,574,27,15
0,duskblade,4029,loss,0,54,150,859,44,24
0,duskblade,4030,win,45,54,129,1027,46,28
0,duskblade,4031,win,62,62,169,966,47,26
0,duskblade,4032,win,61,62,92,1072,41,23
0,duskblade,4033,win,57,62,552,1159,42,23
0,duskblade,4034,loss,0,62,603,656,32,19
0,duskblade,4035,win,62,62,155,1236,50,28
0,duskblade,4036,win,39,62,33,1060,47,29
0,duskblade,4037,loss,0,72,22,1014,48,27
0,duskblade,4038,win,12,54,508,1023,42,24
0,duskblade,4039,win,27,70,503,1137,38,25
0,duskblade,4040,win,61,80,97,948,45,28
0,duskblade,4041,loss,0,64,231,1113,42,23
0,duskblade,4042,win,62,62,985,1020,39,29
0,duskblade,4043,win,46,54,77,978,46,27
0,duskblade,4044,win,53,62,152,1324,51,25
0,duskblade,4045,win,72,72,111,1056,46,26
0,duskblade,4046,win,68,70,406,869,41,24
0,duskblade,4047,win,18,62,393,810,38,20
0,duskblade,4048,win,38,62,313,1036,44,25
0,duskblade,4049,win,62,62,188,1004,47,27
0,duskblade,4050,loss,0,72,25,723,39,22
0,duskblade,4051,loss,0,64,303,627,36,20
0,duskblade,4052,loss,0,62,47,967,47,26
0,duskblade,4053,win,40,62,8,1053,45,24
0,duskblade,4054,win,19,62,157,1252,47,24
0,duskblade,4055,loss,0,54,52,378,27,11
0,duskblade,4056,win,41,72,86,731,37,20
0,duskblade,4057,win,31,54,19,687,40,21
0,duskblade,4058,loss,0,62,20,1307,49,28
0,duskblade,4059,win,9,62,15,875,44,24
0,duskblade,4060,win,62,62,1,1014,44,22
0,duskblade,4061,loss,0,72,380,606,31,18
0,duskblade,4062,win,59,62,83,1078,39,21
0,duskblade,4063,win,54,54,213,956,42,28
